@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute outputs-1 {0,1,2}

@data
529,'2016/04/28 17:47:20:982',1,0,1
530,'2016/04/28 17:47:20:999',1,3.636407,1
531,'2016/04/28 17:47:21:017',1,2.450573,1
532,'2016/04/28 17:47:21:033',1,0.506653,1
533,'2016/04/28 17:47:21:049',1,2.888656,1
534,'2016/04/28 17:47:21:066',1,0,1
535,'2016/04/28 17:47:21:083',1,4.652087,1
536,'2016/04/28 17:47:21:099',1,0,1
537,'2016/04/28 17:47:21:116',1,0,1
538,'2016/04/28 17:47:21:133',1,6.458889,1
539,'2016/04/28 17:47:21:149',1,0,1
540,'2016/04/28 17:47:21:165',1,6.795648,1
541,'2016/04/28 17:47:21:181',1,6.98725,1
542,'2016/04/28 17:47:21:198',1,0,1
543,'2016/04/28 17:47:21:217',1,0,1
544,'2016/04/28 17:47:21:235',1,0,1
545,'2016/04/28 17:47:21:253',1,7.201914,1
546,'2016/04/28 17:47:21:271',1,8.319393,1
547,'2016/04/28 17:47:21:289',1,9.906959,1
548,'2016/04/28 17:47:21:306',1,0,1
549,'2016/04/28 17:47:21:323',1,0,1
550,'2016/04/28 17:47:21:339',1,9.82319,1
551,'2016/04/28 17:47:21:356',1,0,1
552,'2016/04/28 17:47:21:372',1,7.016178,1
553,'2016/04/28 17:47:21:391',1,0,1
554,'2016/04/28 17:47:21:407',1,0,1
555,'2016/04/28 17:47:21:425',1,10.79333,1
556,'2016/04/28 17:47:21:443',1,4.755372,1
557,'2016/04/28 17:47:21:459',1,0,1
558,'2016/04/28 17:47:21:478',1,0,1
559,'2016/04/28 17:47:21:495',1,9.816555,1
560,'2016/04/28 17:47:21:512',1,0,1
561,'2016/04/28 17:47:21:529',1,4.997003,1
562,'2016/04/28 17:47:21:548',1,3.174828,1
563,'2016/04/28 17:47:21:567',1,0,1
564,'2016/04/28 17:47:21:583',1,7.017018,1
565,'2016/04/28 17:47:21:602',1,7.958743,1
566,'2016/04/28 17:47:21:619',1,5.411597,1
567,'2016/04/28 17:47:21:636',1,0,1
568,'2016/04/28 17:47:21:652',1,0,1
569,'2016/04/28 17:47:21:674',1,7.890674,1
570,'2016/04/28 17:47:21:690',1,0,1
571,'2016/04/28 17:47:21:708',1,4.313106,1
572,'2016/04/28 17:47:21:724',1,0,1
573,'2016/04/28 17:47:21:741',1,7.253482,1
574,'2016/04/28 17:47:21:758',1,0,1
575,'2016/04/28 17:47:21:775',1,4.285798,1
576,'2016/04/28 17:47:21:793',1,0,1
577,'2016/04/28 17:47:21:811',1,6.699763,1
578,'2016/04/28 17:47:21:829',1,0,1
579,'2016/04/28 17:47:21:847',1,0,1
580,'2016/04/28 17:47:21:865',1,4.625451,1
581,'2016/04/28 17:47:21:881',1,0,1
582,'2016/04/28 17:47:21:899',1,5.863877,1
583,'2016/04/28 17:47:21:917',1,4.413823,1
584,'2016/04/28 17:47:21:933',1,5.322629,1
585,'2016/04/28 17:47:21:950',1,0,1
586,'2016/04/28 17:47:21:970',1,0,1
587,'2016/04/28 17:47:21:985',1,8.091901,1
588,'2016/04/28 17:47:22:003',1,3.806266,1
589,'2016/04/28 17:47:36:305',2,51.287308,2
590,'2016/04/28 17:47:36:321',2,40.000008,2
591,'2016/04/28 17:47:36:337',2,39.999996,2
592,'2016/04/28 17:47:36:354',2,41.592033,2
593,'2016/04/28 17:47:36:370',2,39.999996,2
594,'2016/04/28 17:47:36:387',2,11.357804,2
595,'2016/04/28 17:47:36:403',2,35.566673,2
596,'2016/04/28 17:47:36:420',2,0,2
597,'2016/04/28 17:47:36:437',2,0,2
598,'2016/04/28 17:47:36:459',2,43.86285,2
599,'2016/04/28 17:47:36:476',2,40.000011,2
600,'2016/04/28 17:47:36:493',2,91.069717,2
601,'2016/04/28 17:47:36:510',2,40.000011,2
602,'2016/04/28 17:47:36:526',2,65.707985,2
603,'2016/04/28 17:47:36:543',2,62.786629,2
604,'2016/04/28 17:47:36:559',2,40.000004,2
605,'2016/04/28 17:47:36:576',2,90.561363,2
606,'2016/04/28 17:47:36:592',2,39.999996,2
607,'2016/04/28 17:47:36:608',2,52.815933,2
608,'2016/04/28 17:47:36:625',2,13.449178,2
609,'2016/04/28 17:47:36:640',2,0,2
610,'2016/04/28 17:47:36:657',2,0,2
611,'2016/04/28 17:47:36:674',2,29.534561,2
612,'2016/04/28 17:47:36:690',2,0,2
613,'2016/04/28 17:47:36:710',2,48.712517,2
614,'2016/04/28 17:47:36:726',2,39.999992,2
615,'2016/04/28 17:47:36:742',2,56.426006,2
616,'2016/04/28 17:47:36:759',2,40.000004,2
617,'2016/04/28 17:47:36:775',2,55.122982,2
618,'2016/04/28 17:47:36:792',2,81.234406,2
619,'2016/04/28 17:47:36:809',2,40.000004,2
620,'2016/04/28 17:47:36:826',2,40.000008,2
621,'2016/04/28 17:47:36:844',2,23.726162,2
622,'2016/04/28 17:47:36:860',2,0,2
623,'2016/04/28 17:47:36:877',2,0,2
624,'2016/04/28 17:47:36:892',2,54.435818,2
625,'2016/04/28 17:47:36:911',2,40,2
626,'2016/04/28 17:47:36:927',2,6.621234,2
627,'2016/04/28 17:47:36:944',2,65.238159,2
628,'2016/04/28 17:47:36:961',2,39.999996,2
629,'2016/04/28 17:47:36:977',2,78.050133,2
630,'2016/04/28 17:47:36:994',2,58.373642,2
631,'2016/04/28 17:47:37:012',2,69.708282,2
632,'2016/04/28 17:47:37:028',2,35.472359,2
633,'2016/04/28 17:47:37:045',2,0,2
634,'2016/04/28 17:47:37:062',2,0,2
635,'2016/04/28 17:47:37:080',2,55.243496,2
636,'2016/04/28 17:47:37:097',2,40.000008,2
637,'2016/04/28 17:47:37:114',2,107.274979,2
638,'2016/04/28 17:47:37:131',2,23.596661,2
639,'2016/04/28 17:47:37:150',2,0,2
640,'2016/04/28 17:47:37:168',2,27.474676,2
641,'2016/04/28 17:47:37:185',2,0,2
642,'2016/04/28 17:47:37:202',2,0,2
643,'2016/04/28 17:47:37:219',2,46.739632,2
644,'2016/04/28 17:47:37:236',2,39.999985,2
645,'2016/04/28 17:47:37:253',2,66.683891,2
646,'2016/04/28 17:47:37:269',2,16.172842,2
647,'2016/04/28 17:47:37:285',2,0,2
648,'2016/04/28 17:47:37:302',2,14.498031,2
649,'2016/04/28 17:47:37:320',2,0,2
650,'2016/04/28 17:47:37:337',2,49.340797,2
651,'2016/04/28 17:47:37:352',2,39.999992,2
652,'2016/04/28 17:47:37:369',2,55.572922,2
653,'2016/04/28 17:47:37:385',2,39.999996,2
654,'2016/04/28 17:47:37:402',2,32.442928,2
655,'2016/04/28 17:47:37:419',2,0,2
656,'2016/04/28 17:47:37:434',2,21.846003,2
657,'2016/04/28 17:47:37:452',2,0,2
658,'2016/04/28 17:47:37:469',2,50.675617,2
659,'2016/04/28 17:47:37:485',2,40.000015,2
660,'2016/04/28 17:47:37:501',2,39.999985,2
661,'2016/04/28 17:47:37:519',2,57.805504,2
662,'2016/04/28 17:47:37:535',2,24.10623,2
663,'2016/04/28 17:47:37:552',2,0,2
664,'2016/04/28 17:47:37:569',2,36.956818,2
665,'2016/04/28 17:47:37:585',2,0,2
666,'2016/04/28 17:47:37:602',2,0,2
667,'2016/04/28 17:47:37:619',2,57.256081,2
668,'2016/04/28 17:47:37:635',2,22.27446,2
669,'2016/04/28 17:47:37:652',2,0,2
670,'2016/04/28 17:47:37:670',2,12.829393,2
671,'2016/04/28 17:47:37:689',2,0,2
672,'2016/04/28 17:47:37:708',2,28.253792,2
673,'2016/04/28 17:47:37:725',2,0,2
674,'2016/04/28 17:47:37:741',2,51.702553,2
675,'2016/04/28 17:47:37:758',2,39.999992,2
676,'2016/04/28 17:47:37:775',2,56.794476,2
677,'2016/04/28 17:47:37:790',2,40.000008,2
678,'2016/04/28 17:47:37:807',2,51.057545,2
679,'2016/04/28 17:47:37:824',2,74.319427,2
680,'2016/04/28 17:47:37:841',2,40.000004,2
681,'2016/04/28 17:47:37:857',2,40,2
682,'2016/04/28 17:47:37:874',2,51.653999,2
683,'2016/04/28 17:47:37:890',2,26.946569,2
684,'2016/04/28 17:47:37:907',2,0,2
685,'2016/04/28 17:47:37:924',2,0,2
686,'2016/04/28 17:47:37:941',2,0,2
687,'2016/04/28 17:47:37:957',2,0,2
688,'2016/04/28 17:47:37:978',2,14.282158,2
689,'2016/04/28 17:47:37:995',2,52.897984,2
690,'2016/04/28 17:47:38:013',2,40.000008,2
691,'2016/04/28 17:47:38:031',2,89.948395,2
692,'2016/04/28 17:47:38:049',2,40.000015,2
693,'2016/04/28 17:47:38:065',2,43.480812,2
694,'2016/04/28 17:47:38:082',2,39.999989,2
695,'2016/04/28 17:47:38:098',2,42.486393,2
696,'2016/04/28 17:47:38:117',2,40.000004,2
697,'2016/04/28 17:47:38:132',2,95.649498,2
698,'2016/04/28 17:47:38:149',2,39.999996,2
699,'2016/04/28 17:47:38:168',2,29.950987,2
700,'2016/04/28 17:47:38:186',2,0,2
701,'2016/04/28 17:47:38:203',2,12.136955,2
702,'2016/04/28 17:47:38:222',2,0,2
703,'2016/04/28 17:47:38:239',2,45.490757,2
704,'2016/04/28 17:47:38:259',2,27.119757,2
705,'2016/04/28 17:47:38:276',2,0,2
706,'2016/04/28 17:47:38:292',2,22.698048,2
707,'2016/04/28 17:47:38:309',2,0,2
708,'2016/04/28 17:47:38:327',2,31.149513,2
709,'2016/04/28 17:47:38:343',2,0,2
710,'2016/04/28 17:47:38:359',2,56.876411,2
711,'2016/04/28 17:47:38:376',2,40,2
712,'2016/04/28 17:47:38:393',2,49.013607,2
713,'2016/04/28 17:47:38:409',2,40,2
714,'2016/04/28 17:47:38:425',2,0,2
715,'2016/04/28 17:47:38:441',2,10.396428,2
716,'2016/04/28 17:47:38:458',2,36.731167,2
717,'2016/04/28 17:47:38:474',2,0,2
718,'2016/04/28 17:47:38:494',2,59.932854,2
719,'2016/04/28 17:47:38:511',2,39.999996,2
720,'2016/04/28 17:47:38:527',2,46.180756,2
721,'2016/04/28 17:47:38:544',2,40.000004,2
722,'2016/04/28 17:47:38:562',2,27.789385,2
723,'2016/04/28 17:47:38:579',2,0,2
724,'2016/04/28 17:47:38:594',2,52.804356,2
725,'2016/04/28 17:47:38:610',2,39.999996,2
726,'2016/04/28 17:47:38:627',2,60.674343,2
727,'2016/04/28 17:47:38:645',2,39.999992,2
728,'2016/04/28 17:47:38:661',2,52.134995,2
729,'2016/04/28 17:47:38:679',2,40.000008,2
730,'2016/04/28 17:47:38:697',2,13.050872,2
731,'2016/04/28 17:47:38:714',2,0,2
732,'2016/04/28 17:47:38:733',2,50.123848,2
733,'2016/04/28 17:47:38:750',2,40.000027,2
734,'2016/04/28 17:47:38:768',2,101.669708,2
735,'2016/04/28 17:47:38:785',2,39.999992,2
736,'2016/04/28 17:47:38:803',2,33.460056,2
737,'2016/04/28 17:47:38:819',2,0,2
738,'2016/04/28 17:47:38:836',2,36.174118,2
739,'2016/04/28 17:47:38:853',2,0,2
740,'2016/04/28 17:47:38:869',2,55.594887,2
741,'2016/04/28 17:47:38:886',2,27.95146,2
742,'2016/04/28 17:47:38:903',2,0,2
743,'2016/04/28 17:47:38:919',2,0,2
744,'2016/04/28 17:47:38:936',2,30.358627,2
745,'2016/04/28 17:47:38:956',2,0,2
746,'2016/04/28 17:47:38:974',2,0,2
747,'2016/04/28 17:47:38:993',2,0,2
748,'2016/04/28 17:47:39:009',2,0,2
749,'2016/04/28 17:47:39:027',2,13.575975,2
750,'2016/04/28 17:47:39:044',2,116.701004,2
751,'2016/04/28 17:47:39:060',2,39.999992,2
752,'2016/04/28 17:47:39:076',2,50.310757,2
753,'2016/04/28 17:47:39:093',2,54.66188,2
754,'2016/04/28 17:47:39:110',2,40.000015,2
755,'2016/04/28 17:47:39:127',2,86.108627,2
756,'2016/04/28 17:47:39:143',2,39.999989,2
757,'2016/04/28 17:47:39:158',2,63.194996,2
758,'2016/04/28 17:47:39:174',2,40.000004,2
759,'2016/04/28 17:47:39:191',2,86.48497,2
760,'2016/04/28 17:47:39:208',2,40.000008,2
761,'2016/04/28 17:47:39:224',2,49.521877,2
762,'2016/04/28 17:47:39:244',2,40,2
763,'2016/04/28 17:47:39:261',2,31.792427,2
764,'2016/04/28 17:47:39:278',2,0,2
765,'2016/04/28 17:47:39:295',2,55.563293,2
766,'2016/04/28 17:47:39:310',2,39.999992,2
767,'2016/04/28 17:47:39:327',2,69.29277,2
768,'2016/04/28 17:47:39:343',2,40.000011,2
769,'2016/04/28 17:47:39:359',2,39.999992,2
770,'2016/04/28 17:47:39:376',2,32.2649,2
771,'2016/04/28 17:47:39:391',2,26.702885,2
772,'2016/04/28 17:47:39:409',2,0,2
773,'2016/04/28 17:47:39:425',2,0,2
774,'2016/04/28 17:47:39:442',2,55.182987,2
775,'2016/04/28 17:47:39:459',2,39.999996,2
776,'2016/04/28 17:47:39:476',2,59.943897,2
777,'2016/04/28 17:47:39:493',2,39.999992,2
778,'2016/04/28 17:47:39:509',2,39.513363,2
779,'2016/04/28 17:47:39:525',2,0,2
780,'2016/04/28 17:47:39:542',2,0,2
781,'2016/04/28 17:47:39:559',2,5.618041,2
782,'2016/04/28 17:47:39:574',2,32.857174,2
783,'2016/04/28 17:47:39:591',2,0,2
784,'2016/04/28 17:47:39:608',2,52.890293,2
785,'2016/04/28 17:47:39:625',2,40.000008,2
786,'2016/04/28 17:47:39:642',2,99.7286,2
787,'2016/04/28 17:47:39:658',2,39.999985,2
788,'2016/04/28 17:47:39:673',2,22.368483,2
789,'2016/04/28 17:47:39:688',2,0,2
790,'2016/04/28 17:47:39:705',2,37.558975,2
791,'2016/04/28 17:47:39:725',2,0,2
792,'2016/04/28 17:47:39:742',2,61.585453,2
793,'2016/04/28 17:47:39:760',2,23.869873,2
794,'2016/04/28 17:47:39:777',2,0,2
795,'2016/04/28 17:47:39:793',2,0,2
796,'2016/04/28 17:47:39:810',2,25.043787,2
797,'2016/04/28 17:47:39:827',2,0,2
798,'2016/04/28 17:47:39:843',2,0,2
799,'2016/04/28 17:47:39:859',2,21.291721,2
800,'2016/04/28 17:47:39:875',2,49.20224,2
801,'2016/04/28 17:47:39:892',2,39.999989,2
802,'2016/04/28 17:47:39:909',2,69.830635,2
803,'2016/04/28 17:47:39:926',2,21.60804,2
804,'2016/04/28 17:47:39:943',2,0,2
805,'2016/04/28 17:47:39:960',2,0,2
806,'2016/04/28 17:47:39:976',2,0,2
807,'2016/04/28 17:47:39:994',2,9.091711,2
808,'2016/04/28 17:47:40:009',2,0,2
809,'2016/04/28 17:47:40:027',2,42.152954,2
810,'2016/04/28 17:47:40:044',2,39.999989,2
811,'2016/04/28 17:47:40:060',2,57.881874,2
812,'2016/04/28 17:47:40:076',2,17.085217,2
813,'2016/04/28 17:47:40:092',2,0,2
814,'2016/04/28 17:47:40:108',2,26.744501,2
815,'2016/04/28 17:47:40:125',2,0,2
816,'2016/04/28 17:47:40:141',2,16.75069,2
817,'2016/04/28 17:47:40:158',2,0,2
818,'2016/04/28 17:47:40:173',2,44.584854,2
819,'2016/04/28 17:47:40:191',2,39.999992,2
820,'2016/04/28 17:47:40:208',2,0,2
821,'2016/04/28 17:47:40:226',2,0,2
822,'2016/04/28 17:47:40:241',2,91.951057,2
823,'2016/04/28 17:47:40:262',2,40.000011,2
824,'2016/04/28 17:47:40:279',2,29.79035,2
825,'2016/04/28 17:47:40:295',2,0,2
826,'2016/04/28 17:47:40:311',2,0,2
827,'2016/04/28 17:47:40:327',2,49.694153,2
828,'2016/04/28 17:47:40:344',2,40,2
829,'2016/04/28 17:47:40:361',2,57.59024,2
830,'2016/04/28 17:47:40:378',2,40.000008,2
831,'2016/04/28 17:47:40:395',2,76.705551,2
832,'2016/04/28 17:47:40:412',2,40,2
833,'2016/04/28 17:47:40:430',2,7.4011,2
834,'2016/04/28 17:47:40:449',2,42.034157,2
835,'2016/04/28 17:47:40:468',2,39.999989,2
836,'2016/04/28 17:47:40:487',2,119.850731,2
837,'2016/04/28 17:47:40:503',2,40,2
838,'2016/04/28 17:47:40:520',2,32.078487,2
839,'2016/04/28 17:47:40:539',2,0,2
840,'2016/04/28 17:47:40:556',2,20.625387,2
841,'2016/04/28 17:47:40:574',2,0,2
842,'2016/04/28 17:47:40:591',2,46.615765,2
843,'2016/04/28 17:47:40:608',2,40.000004,2
844,'2016/04/28 17:47:40:624',2,91.93782,2
845,'2016/04/28 17:47:40:642',2,40.000008,2
846,'2016/04/28 17:47:40:656',2,61.425655,2
847,'2016/04/28 17:47:40:675',2,40,2
848,'2016/04/28 17:47:40:691',2,11.918546,2
849,'2016/04/28 17:47:40:706',2,0,2
850,'2016/04/28 17:47:40:724',2,64.371147,2
851,'2016/04/28 17:47:40:740',2,40,2
852,'2016/04/28 17:47:40:757',2,53.930481,2
853,'2016/04/28 17:47:40:776',2,40.000008,2
854,'2016/04/28 17:47:40:792',2,58.257942,2
855,'2016/04/28 17:47:40:809',2,39.999985,2
856,'2016/04/28 17:47:40:825',2,16.724751,2
857,'2016/04/28 17:47:40:842',2,0,2
858,'2016/04/28 17:47:40:858',2,0,2
859,'2016/04/28 17:47:40:875',2,49.527451,2
860,'2016/04/28 17:47:40:889',2,34.044205,2
861,'2016/04/28 17:47:40:908',2,0,2
862,'2016/04/28 17:47:40:924',2,68.395126,2
863,'2016/04/28 17:47:40:942',2,39.999996,2
864,'2016/04/28 17:47:40:958',2,61.431679,2
865,'2016/04/28 17:47:40:975',2,39.999992,2
866,'2016/04/28 17:47:40:991',2,31.461739,2
867,'2016/04/28 17:47:41:008',2,0,2
868,'2016/04/28 17:47:41:024',2,7.129944,2
869,'2016/04/28 17:47:41:041',2,0,2
870,'2016/04/28 17:47:41:059',2,0,2
871,'2016/04/28 17:47:41:076',2,25.136349,2
872,'2016/04/28 17:47:41:090',2,53.087425,2
873,'2016/04/28 17:47:41:106',2,39.999992,2
874,'2016/04/28 17:47:41:124',2,0,2
875,'2016/04/28 17:47:41:142',2,64.756027,2
876,'2016/04/28 17:47:41:159',2,32.957691,2
877,'2016/04/28 17:47:41:173',2,0,2
878,'2016/04/28 17:47:41:192',2,76.327385,2
879,'2016/04/28 17:47:41:208',2,39.999985,2
880,'2016/04/28 17:47:41:225',2,59.298901,2
881,'2016/04/28 17:47:41:241',2,39.999981,2
882,'2016/04/28 17:47:41:258',2,37.638416,2
883,'2016/04/28 17:47:41:278',2,0,2
884,'2016/04/28 17:47:41:296',2,14.279448,2
885,'2016/04/28 17:47:41:311',2,0,2
886,'2016/04/28 17:47:41:327',2,40.069191,2
887,'2016/04/28 17:47:41:343',2,39.999992,2
888,'2016/04/28 17:47:41:359',2,48.421047,2
889,'2016/04/28 17:47:41:376',2,39.999989,2
890,'2016/04/28 17:47:41:392',2,62.99474,2
891,'2016/04/28 17:47:41:409',2,40.000031,2
892,'2016/04/28 17:47:41:425',2,39.999992,2
893,'2016/04/28 17:47:41:442',2,0,2
894,'2016/04/28 17:47:41:458',2,0,2
895,'2016/04/28 17:47:41:475',2,0,2
896,'2016/04/28 17:47:41:492',2,144.743774,2
897,'2016/04/28 17:47:41:508',2,35.551159,2
898,'2016/04/28 17:47:41:529',2,35.475418,2
899,'2016/04/28 17:47:41:546',2,14.503109,2
900,'2016/04/28 17:47:41:563',2,0,2
901,'2016/04/28 17:47:41:580',2,11.352904,2
902,'2016/04/28 17:47:41:597',2,6.41983,2
903,'2016/04/28 17:47:41:613',2,31.591709,2
904,'2016/04/28 17:47:41:629',2,0,2
905,'2016/04/28 17:47:41:646',2,54.428928,2
906,'2016/04/28 17:47:41:664',2,40,2
907,'2016/04/28 17:47:41:680',2,0,2
908,'2016/04/28 17:47:41:698',2,59.936665,2
909,'2016/04/28 17:47:41:714',2,39.999989,2
910,'2016/04/28 17:47:41:730',2,62.83268,2
911,'2016/04/28 17:47:41:748',2,40.000004,2
912,'2016/04/28 17:47:41:765',2,101.970985,2
913,'2016/04/28 17:47:41:781',2,40.000019,2
914,'2016/04/28 17:47:41:798',2,91.614044,2
915,'2016/04/28 17:47:41:814',2,39.999989,2
916,'2016/04/28 17:47:41:829',2,32.569496,2
917,'2016/04/28 17:47:41:848',2,0,2
918,'2016/04/28 17:47:41:866',2,14.128979,2
919,'2016/04/28 17:47:41:882',2,0,2
920,'2016/04/28 17:47:41:899',2,15.430559,2
921,'2016/04/28 17:47:41:916',2,29.981689,2
922,'2016/04/28 17:47:41:934',2,28.958357,2
923,'2016/04/28 17:47:41:950',2,0,2
924,'2016/04/28 17:47:41:967',2,44.713997,2
925,'2016/04/28 17:47:41:982',2,17.161711,2
926,'2016/04/28 17:47:41:998',2,0,2
927,'2016/04/28 17:47:42:015',2,53.893013,2
928,'2016/04/28 17:47:42:030',2,45.880585,2
929,'2016/04/28 17:47:42:047',2,39.999992,2
930,'2016/04/28 17:47:42:062',2,58.165482,2
931,'2016/04/28 17:47:42:078',2,40.000011,2
932,'2016/04/28 17:47:42:095',2,40.000008,2
933,'2016/04/28 17:47:42:112',2,10.742228,2
934,'2016/04/28 17:47:42:129',2,0,2
935,'2016/04/28 17:47:42:145',2,23.872042,2
936,'2016/04/28 17:47:42:163',2,9.592049,2
937,'2016/04/28 17:47:42:180',2,15.109061,2
938,'2016/04/28 17:47:42:197',2,0,2
939,'2016/04/28 17:47:42:213',2,0,2
940,'2016/04/28 17:47:42:230',2,31.900423,2
941,'2016/04/28 17:47:42:246',2,0,2
942,'2016/04/28 17:47:42:263',2,36.283169,2
943,'2016/04/28 17:47:42:280',2,0,2
944,'2016/04/28 17:47:42:295',2,37.078682,2
945,'2016/04/28 17:47:42:312',2,0,2
946,'2016/04/28 17:47:42:327',2,30.07155,2
947,'2016/04/28 17:47:42:343',2,0,2
948,'2016/04/28 17:47:42:360',2,21.790594,2
949,'2016/04/28 17:47:42:376',2,0,2
950,'2016/04/28 17:47:42:392',2,14.958328,2
951,'2016/04/28 17:47:42:409',2,0,2
952,'2016/04/28 17:47:42:426',2,4.813457,2
953,'2016/04/28 17:47:42:442',2,0,2
954,'2016/04/28 17:47:42:459',2,3.26143,2
955,'2016/04/28 17:47:42:474',2,0,2
956,'2016/04/28 17:47:42:492',2,9.815435,2
957,'2016/04/28 17:47:42:509',2,0,2
958,'2016/04/28 17:47:42:525',2,19.610981,2
959,'2016/04/28 17:47:42:547',2,0,2
960,'2016/04/28 17:47:42:564',2,24.587313,2
961,'2016/04/28 17:47:42:582',2,0,2
962,'2016/04/28 17:47:42:598',2,29.473261,2
963,'2016/04/28 17:47:42:613',2,0,2
964,'2016/04/28 17:47:42:628',2,35.098839,2
965,'2016/04/28 17:47:42:644',2,0,2
966,'2016/04/28 17:47:42:662',2,28.530348,2
967,'2016/04/28 17:47:42:678',2,0,2
968,'2016/04/28 17:47:42:695',2,10.542292,2
969,'2016/04/28 17:47:42:713',2,0,2
970,'2016/04/28 17:47:42:728',2,7.694886,2
971,'2016/04/28 17:47:42:745',2,0,2
972,'2016/04/28 17:47:42:762',2,24.680542,2
973,'2016/04/28 17:47:42:777',2,0,2
974,'2016/04/28 17:47:42:795',2,36.399242,2
975,'2016/04/28 17:47:42:811',2,0,2
976,'2016/04/28 17:47:42:828',2,42.162575,2
977,'2016/04/28 17:47:42:846',2,40.000015,2
978,'2016/04/28 17:47:42:862',2,87.36441,2
979,'2016/04/28 17:47:42:879',2,39.999996,2
980,'2016/04/28 17:47:42:896',2,53.92057,2
981,'2016/04/28 17:47:42:913',2,39.999985,2
982,'2016/04/28 17:47:42:930',2,46.473469,2
983,'2016/04/28 17:47:42:949',2,36.468697,2
984,'2016/04/28 17:47:42:966',2,33.330467,2
985,'2016/04/28 17:47:42:983',2,0,2
986,'2016/04/28 17:47:42:999',2,19.596577,2
987,'2016/04/28 17:47:43:017',2,0,2
988,'2016/04/28 17:47:43:035',2,6.59846,2
989,'2016/04/28 17:47:43:053',2,0,2
990,'2016/04/28 17:47:43:071',2,19.176321,2
991,'2016/04/28 17:47:43:087',2,44.348225,2
992,'2016/04/28 17:47:43:103',2,39.999977,2
993,'2016/04/28 17:47:43:121',2,53.204918,2
994,'2016/04/28 17:47:43:138',2,40.000015,2
995,'2016/04/28 17:47:43:157',2,40.000023,2
996,'2016/04/28 17:47:43:174',2,15.122236,2
997,'2016/04/28 17:47:43:191',2,57.052216,2
998,'2016/04/28 17:47:43:210',2,40.000015,2
999,'2016/04/28 17:47:43:227',2,91.989037,2
1000,'2016/04/28 17:47:43:243',2,39.999989,2
1001,'2016/04/28 17:47:43:260',2,0,2
1002,'2016/04/28 17:47:43:276',2,34.139965,2
1003,'2016/04/28 17:47:43:292',2,10.383906,2
1004,'2016/04/28 17:47:43:314',2,0,2
1005,'2016/04/28 17:47:43:331',2,15.067221,2
1006,'2016/04/28 17:47:43:347',2,0,2
1007,'2016/04/28 17:47:43:365',2,41.404495,2
1008,'2016/04/28 17:47:43:382',2,40,2
1009,'2016/04/28 17:47:43:400',2,0,2
1010,'2016/04/28 17:47:43:417',2,54.723087,2
1011,'2016/04/28 17:47:43:431',2,39.999989,2
1012,'2016/04/28 17:47:43:448',2,60.747704,2
1013,'2016/04/28 17:47:43:464',2,39.999973,2
1014,'2016/04/28 17:47:43:481',2,65.046371,2
1015,'2016/04/28 17:47:43:500',2,40.000015,2
1016,'2016/04/28 17:47:43:517',2,93.562241,2
1017,'2016/04/28 17:47:43:533',2,18.008986,2
1018,'2016/04/28 17:47:43:550',2,18.545626,2
1019,'2016/04/28 17:47:43:567',2,0,2
1020,'2016/04/28 17:47:43:584',2,0,2
1021,'2016/04/28 17:47:43:605',2,20.792694,2
1022,'2016/04/28 17:47:43:618',2,0,2
1023,'2016/04/28 17:47:43:637',2,37.032433,2
1024,'2016/04/28 17:47:43:653',2,0,2
1025,'2016/04/28 17:47:43:671',2,0,2
1026,'2016/04/28 17:47:43:688',2,49.532139,2
1027,'2016/04/28 17:47:43:705',2,19.443939,2
1028,'2016/04/28 17:47:43:721',2,53.073387,2
1029,'2016/04/28 17:47:43:737',2,40.000015,2
1030,'2016/04/28 17:47:43:754',2,88.050667,2
1031,'2016/04/28 17:47:43:773',2,40.000004,2
1032,'2016/04/28 17:47:43:795',2,40.000008,2
